strDrink,strCategory,strDrinkThumb,ingredients,measurments_ingredients,strInstructions,strGlass,strAlcoholic
Almond Joy,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg,"Amaretto,Creme de Cacao,Light cream,,,,,,,,,,,,","1/2 oz Amaretto,1/2 oz white Creme de Cacao,2 oz Light cream, , , , , , , , , ","Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Aloha Fruit punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wsyvrt1468876267.jpg,"Water,Ginger,Guava,Lemon,Pineapple,Sugar,Pineapple,,,,,,,,","3/4 cup Water,2 tsp Ginger,2 cups Guava juice,1 1/2 tblsp Lemon juice,1 1/2 cup Pineapple,1 cup Sugar,3-4 cups Pineapple juice, , , , , ","Add 1/4 cup water to ginger root. Boil 3 minutes. Strain. Add the liquid to the guava, lemon and pineapple juices. Make a syrup of sugar and remaining water. Cool. Combine with juices and pineapple. Chill throroughly.",Collins Glass,Non alcoholic
Amaretto And Cream,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,"Amaretto,Light cream,,,,,,,,,,,,,","1 1/2 oz Amaretto,1 1/2 oz Light cream, , , , , , , , , , ","Shake well with cracked ice, strain contents into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Amaretto Liqueur,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/swqxuv1472719649.jpg,"Sugar,Water,Apricot,Almond flavoring,Grain alcohol,Water,Brandy,Food coloring,Food coloring,Food coloring,Glycerine,,,,","1 cup Sugar,3/4 cup Water,2 Apricot,1 tblsp Almond flavoring,1/2 cup pure Grain alcohol,1/2 cup Water,1 cup Brandy,3 drops yellow Food coloring,6 drops red Food coloring,2 drops blue Food coloring,1/2 tsp Glycerine, ","Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.",Collins Glass,Alcoholic
Amaretto Mist,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg,"Amaretto,Lime,,,,,,,,,,,,,","1 1/2 oz Amaretto,1 Lime, , , , , , , , , , ","Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)",Old-fashioned glass,Alcoholic
Amaretto Rose,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg,"Amaretto,Lime,Club soda,,,,,,,,,,,,","1 1/2 oz Amaretto,1/2 oz Lime juice,Club soda,",Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,Collins glass,Alcoholic
Amaretto Shake,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg,"Chocolate ice-cream,Brandy,Amaretto,,,,,,,,,,,,","2 scoops Chocolate ice-cream,2 oz Brandy,2 oz Amaretto, , , , , , , , , ",Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,Collins Glass,Alcoholic
Amaretto Sour,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg,"Amaretto,Sour mix,,,,,,,,,,,,,","1 1/2 oz Amaretto,3 oz Sour mix, , , , , , , , , , ",Shake and strain. Garnish with a cherry and an orange slice.,Collins Glass,Alcoholic
Amaretto Stinger,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg,"Amaretto,White Creme de Menthe,,,,,,,,,,,,,","1 1/2 oz Amaretto,3/4 oz White Creme de Menthe, , , , , , , , , , ","Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Amaretto Stone Sour,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,"Amaretto,Sour mix,Orange,,,,,,,,,,,,","1 part Amaretto,1 part Sour mix,1 part Orange juice, , , , , , , , , ",Shake and Serve over ice,Collins Glass,Alcoholic
Amaretto Stone Sour #3,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,"Sour mix,Amaretto,Tequila,Orange,,,,,,,,,,,","2 oz Sour mix,2 oz Amaretto,2 oz Tequila,Add splash Orange juice, , , , , , , , ","Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",Highball glass,Alcoholic
Amaretto Sunrise,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,"Amaretto,Orange,Grenadine,,,,,,,,,,,,","1 cl Amaretto,4 oz Orange juice,1/4 cl Grenadine, , , , , , , , , ",Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,Collins Glass,Alcoholic
Amaretto Sunset,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,"Triple sec,Amaretto,Cider,Ice,,,,,,,,,,,","1/2 jigger Triple sec,3 shots Amaretto,1/2 cup Cider,Add 1/2 cup Ice, , , , , , , , ","Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.",Collins Glass,Alcoholic
Amaretto Sweet & Sour,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,"Amaretto,Sweet and sour,Midori melon liqueur,Pineapple,,,,,,,,,,,","Amaretto,Sweet and sour, Midori melon liqueur, Pineapple juice, , , , , , , , ","Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.",Margarita/Coupette glass,Alcoholic
Amaretto Tea,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg,"Tea,Amaretto,Whipped cream,,,,,,,,,,,,","6 oz hot Tea,2 oz Amaretto,Chilled Whipped cream, , , , , , , , , ","Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.",Pousse cafe glass,Alcoholic
Americano,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trwruu1478253126.jpg,"Campari,Sweet Vermouth,Lemon,Orange,,,,,,,,,,,","1 oz Campari,1 oz red Sweet Vermouth,Twist of Lemon peel,Twist of Orange peel, , , , , , , , ","Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",Collins glass,Alcoholic
Angel Face,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqpptp1478253178.jpg,"Apricot brandy,Apple brandy,Gin,,,,,,,,,,,,","1/2 oz Apricot brandy,1/2 oz Apple brandy,1 oz Gin, , , , , , , , , ",Shake all ingredients with ice and strain contents into a cocktail glass.,Cocktail glass,Alcoholic
Angelica Liqueur,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/yuurps1472667672.jpg,"Angelica root,Almond,Allspice,Cinnamon,anis,Coriander,Marjoram leaves,Vodka,Sugar,Water,Food coloring,Food coloring,,,","3 tblsp chopped Angelica root,1 tblsp chopped Almond,1 cracked Allspice,1 one-inch Cinnamon,3-6 crushed anis,1/8 tsp powdered Coriander,1 tblsp fresh chopped Marjoram leaves,1.5 cup Vodka,1/2 cup granulated Sugar,1/4 cup Water,1 drop yellow Food coloring,1 drop green Food coloring","Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.",Collins Glass,Alcoholic
Apello,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,"Orange,Grapefruit,Apple,Maraschino cherry,,,,,,,,,,,","4 cl Orange juice,3 cl Grapefruit juice,1 cl Apple juice,1 Maraschino cherry, , , , , , , , ",Stirr. Grnish with maraschino cherry.,Collins Glass,Non alcoholic
Apple Berry Smoothie,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,"Berries,Apple,,,,,,,,,,,,,","1 cup Berries,2 Apple, , , , , , , , , , ",Throw everything into a blender and liquify.,Highball Glass,Non alcoholic
Apple Cider Punch #1,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/xrqxuv1454513218.jpg,"Apple cider,Brown sugar,Lemon,Orange,Cloves,Allspice,Nutmeg,Cinnamon,,,,,,,","4 qt Apple cider,1 cup Brown sugar,6 oz frozen Lemon juice,6 oz frozen Orange juice,6 whole Cloves,6 whole Allspice,1 tsp ground Nutmeg,3 sticks Cinnamon, , , , ","If you use the whole all spice and cloves, tie them in cheesecloth. Heat the mixture. Stir occasionally. If you want an alcoholic drink, rum would be nice.",Collins Glass,Optional alcohol
Apple Grande,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg,"Tequila,Apple cider,,,,,,,,,,,,,","3 oz Tequila,12 oz Apple cider, , , , , , , , , , ",Chill both ingredients!! Mix in a tumbler and enjoy!,Punch Bowl,Alcoholic
Apple Karate,Cocktail,http://www.thecocktaildb.com/images/media/drink/syusvw1468876634.jpg,"Apple,Carrot,,,,,,,,,,,,,","2 cups Apple juice,1 large Carrot, , , , , , , , , , ","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Highball Glass,Non alcoholic
Apple Pie with A Crust,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,"Apple,Malibu rum,Cinnamon,,,,,,,,,,,,","3 parts Apple juice,1 part Malibu rum,3 dashes Cinnamon, , , , , , , , , ",Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,Collins Glass,Alcoholic
Apple Slammer,Shot,http://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg,"7-Up,Apple schnapps,,,,,,,,,,,,,","1 part 7-Up,1 part Apple schnapps, , , , , , , , , , ","pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.",Shot glass,Alcoholic
Applecar,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,"Applejack,Triple sec,Lemon,,,,,,,,,,,,","1 oz Applejack,1 oz Triple sec,1 oz Lemon juice, , , , , , , , , ","Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Applejack,Cocktail,http://www.thecocktaildb.com/images/media/drink/sutyqp1479209062.jpg,"Jack Daniels,Midori melon liqueur,Sour mix,,,,,,,,,,,,","1 oz Jack Daniels,1/2 oz Midori melon liqueur,2 oz Sour mix, , , , , , , , , ","Add all ingredients into mixing glass, chill and strain into cocktail glass",Cocktail glass,Alcoholic
Apricot Lady,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/146f251504389814.jpg,"Light rum,Apricot brandy,Triple sec,Lemon,Egg,Orange,,,,,,,,,","1 1/2 oz Light rum,1 oz Apricot brandy,1 tsp Triple sec,1/2 oz Lemon juice,1 Egg white,1 Orange, , , , , , ","In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.",Old-fashioned glass,Alcoholic
Apricot punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg,"Apricot brandy,Champagne,Vodka,7-Up,Orange,,,,,,,,,,","1 qt Apricot brandy,4 fifth Champagne,1 fifth Vodka,4 L 7-Up,1/2 gal Orange juice, , , , , , , ",Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.,Punch bowl,Alcoholic
Archbishop,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xpqwrt1441207307.jpg,"Gin,Wine,Benedictine,Lime,,,,,,,,,,,","2 oz Gin,1 oz Green Ginger Wine,1 tsp Benedictine,1 Lime, , , , , , , , ","In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Old-fashioned glass,Alcoholic
Arctic Fish,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/ttsvwy1472668781.jpg,"Vodka,Grape soda,Orange,Ice,Candy,,,,,,,,,,","1/3 part Vodka,1/3 part Grape soda,1/3 part Orange juice,lots Ice,1 dash Candy, , , , , , , ","Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.",Beer pilsner,Alcoholic
Arctic Mouthwash,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wqstwv1478963735.jpg,"Maui,Mountain Dew,Ice,,,,,,,,,,,,","5 oz blue Maui,5 oz Mountain Dew, cubes Ice,",Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.,Cocktail glass,Alcoholic
Arise My Love,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wyrrwv1441207432.jpg,"Champagne,Green Creme de Menthe,,,,,,,,,,,,,","Chilled Champagne,1 tsp Green Creme de Menthe, , , , , , , , , , ",Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.,Champagne flute,Alcoholic
Arizona Antifreeze,Shot,http://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,"Vodka,Midori melon liqueur,Sweet and sour,,,,,,,,,,,,","1/3 oz Vodka,1/3 oz Midori melon liqueur,1/3 oz Sweet and sour, , , , , , , , , ",Pour all ingredients into shot glass and slam !!!!,Shot glass,Alcoholic
Arizona Stingers,Cocktail,http://www.thecocktaildb.com/images/media/drink/y7w0721493068255.jpg,"Vodka,Iced tea,,,,,,,,,,,,,","2 shots Vodka,12 oz lemon Iced tea, , , , , , , , , , ",Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,Hurricane glass,Alcoholic
Arizona Twister,Cocktail,http://www.thecocktaildb.com/images/media/drink/ido1j01493068134.jpg,"Vodka,Malibu rum,Gold tequila,Orange,Pineapple,Cream of coconut,Grenadine,Ice,Pineapple,,,,,,","1 shot Vodka,1 shot Malibu rum,1 shot Gold tequila,1 splash Orange juice,1 splash Pineapple juice,1 splash Cream of coconut,1 dash Grenadine,crushed Ice,1 wedge Pineapple, , , ","Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.",Hurricane glass,Alcoholic
Army special,Cocktail,http://www.thecocktaildb.com/images/media/drink/55muhh1493068062.jpg,"Vodka,Gin,Lime,Ice,,,,,,,,,,,","30 ml Vodka,30 ml Gin,45 ml Lime juice cordial,1/2 glass crushed Ice, , , , , , , , ","Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.",Cocktail glass,Alcoholic
Arthur Tompkins,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7onfhz1493067921.jpg,"Gin,Grand Marnier,Lemon","2 oz Gin,1/2 oz Grand Marnier,2 tsp Lemon juice,1 twist of Lemon peel, , , , , , , , ","In a shaker half-filled with ice cubes, combine the gin, Grand Marnier, and lemon juice. Shake well. Strain into a sour glass and garnish with the lemon twist.",Whiskey sour glass,Alcoholic
Artillery,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/g1vnbe1493067747.jpg,"Sweet Vermouth,Gin,Bitters,,,,,,,,,,,,","1 1/2 tsp Sweet Vermouth,1 1/2 oz Gin,2 dashes Bitters, , , , , , , , , ","Stir all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Artillery Punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/9a4vqb1493067692.jpg,"Tea,Rye whiskey,Red wine,Rum,Brandy,Benedictine,Orange,Lemon,,,,,,,","1 quart black Tea,1 quart Rye whiskey,1 fifth Red wine,1 pint Jamaican Rum,1/2 pint Brandy,1 1/2 oz Benedictine,1 pint Orange juice,1/2 pint Lemon juice, , , , ","Combine all the ingredients in a large punch bowl with a block of ice. If found too dry, sugar syrup may be added. Decorate with twists of lemon peel.",Punch bowl,Alcoholic
Atlantic Sun,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/doyxqb1493067556.jpg,"Vodka,Southern Comfort,Passion fruit syrup,Sweet and sour,Club soda,,,,,,,,,,","2 cl Smirnoff Vodka,2 cl Southern Comfort,2 cl Passion fruit syrup,6 cl Sweet and sour,1 dash Club soda, , , , , , , ","Shake all the ingredients, top the drink with soda. Garnish with a slice of orange.",Collins Glass,Alcoholic
Atomic Lokade,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/n3zfrh1493067412.jpg,"Lemon,Vodka,Blue Curacao,Triple sec,Sugar,Ice,,,,,,,,,","5 oz Lemon Juice,1 oz Vodka,1/2 oz Blue Curacao,1/2 oz Triple sec,
 Sugar, Ice, , , , , , ","In a shaker, place lemon juice, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste",Collins Glass,Alcoholic
Auburn Headbanger,Shot,http://www.thecocktaildb.com/images/media/drink/vw7iv91493067320.jpg,"Jägermeister,Goldschlager,,,,,,,,,,,,,","1 oz Jägermeister,1 oz Goldschlager, , , , , , , , , , ",Mix in spread glass over ice. Strain and pour in shot glass. Sit down before shotting. ENJOY!!,Shot glass,Alcoholic
Autodafé,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7dkf0i1487602928.jpg,"Vodka,Lime,Soda water,,,,,,,,,,,,","4 cl Vodka,1 dash Lime juice,Soda water,",Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.,Highball glass,Alcoholic
Avalanche,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/uppqty1472720165.jpg,"Crown Royal,Kahlua,Cream,,,,,,,,,,,,","1 shot Crown Royal,1 shot Kahlua,Fill with Cream, , , , , , , , , ","Mix in highball glass over ice, shake well.",Highball glass,Alcoholic
Avalon,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3k9qic1493068931.jpg,"Vodka,Pisang Ambon,Apple,Lemon,Lemon,,,,,,,,,,","3 parts Vodka,1 part Pisang Ambon,6 parts Apple juice,1 1/2 part Lemon juice","Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemon juice. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition.",Highball glass,Alcoholic
Aviation,Cocktail,http://www.thecocktaildb.com/images/media/drink/ruutxt1478253328.jpg,"Gin,lemon,maraschino liqueur,,,,,,,,,,,,","4.5 cl Gin,1.5 cl lemon juice,1.5 cl maraschino liqueur, , , , , , , , , ",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,Cocktail glass,Alcoholic
Aztec Punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/uqwuyp1454514591.jpg,"Lemon,Vodka,Rum,Ginger ale,,,,,,,,,,,","1 can  Lemon juice,5 oz Vodka,7 oz Rum,About 1 bottle Ginger ale, , , , , , , , ","Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.",Punch bowl,Alcoholic
